card_id,name,supertype,subtype_primary,subtypes_all,type_primary,types_all,hp,evolves_from,rarity,artist,regulation_mark,national_pokedex_first,converted_retreat_cost,set_id,set_name,set_series,set_release_date,set_total,set_printed_total,tcgplayer_updated_at,price_usd,price_kind,cardmarket_avg_sell_eur,cardmarket_trend_eur,release_year
base2-19,Flareon,Pokémon,Stage 1,Stage 1,Fire,Fire,70.0,Eevee,Rare,Kagemaru Himeno,Unknown,136.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,10.66,10.26,1999
base2-20,Jolteon,Pokémon,Stage 1,Stage 1,Lightning,Lightning,70.0,Eevee,Rare,Kagemaru Himeno,Unknown,135.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,9.38,7.94,1999
base2-21,Kangaskhan,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Rare,Mitsuhiro Arita,Unknown,115.0,3.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,5.39,4.63,1999
base2-22,Mr. Mime,Pokémon,Basic,Basic,Psychic,Psychic,40.0,,Rare,Ken Sugimori,Unknown,122.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,7.95,8.75,1999
base2-23,Nidoqueen,Pokémon,Stage 2,Stage 2,Grass,Grass,90.0,Nidorina,Rare,Ken Sugimori,Unknown,31.0,3.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,7.25,7.01,1999
base2-24,Pidgeot,Pokémon,Stage 2,Stage 2,Colorless,Colorless,80.0,Pidgeotto,Rare,Kagemaru Himeno,Unknown,18.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,9.42,6.56,1999
base2-25,Pinsir,Pokémon,Basic,Basic,Grass,Grass,60.0,,Rare,Kagemaru Himeno,Unknown,127.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,5.1,7.83,1999
base2-26,Scyther,Pokémon,Basic,Basic,Grass,Grass,70.0,,Rare,Ken Sugimori,Unknown,123.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,12.65,5.4,1999
base2-27,Snorlax,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Rare,Ken Sugimori,Unknown,143.0,4.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,9.21,8.76,1999
base2-28,Vaporeon,Pokémon,Stage 1,Stage 1,Water,Water,80.0,Eevee,Rare,Kagemaru Himeno,Unknown,134.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,15.17,16.28,1999
base2-29,Venomoth,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Venonat,Rare,Ken Sugimori,Unknown,49.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,5.59,6.66,1999
base2-30,Victreebel,Pokémon,Stage 2,Stage 2,Grass,Grass,80.0,Weepinbell,Rare,Ken Sugimori,Unknown,71.0,2.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,6.97,19.24,1999
base2-31,Vileplume,Pokémon,Stage 2,Stage 2,Grass,Grass,80.0,Gloom,Rare,Keiji Kinebuchi,Unknown,45.0,2.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,5.04,6.97,1999
base2-32,Wigglytuff,Pokémon,Stage 1,Stage 1,Colorless,Colorless,80.0,Jigglypuff,Rare,Mitsuhiro Arita,Unknown,40.0,2.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,6.87,5.37,1999
base2-33,Butterfree,Pokémon,Stage 2,Stage 2,Grass,Grass,70.0,Metapod,Uncommon,Kagemaru Himeno,Unknown,12.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.64,2.01,1999
base2-34,Dodrio,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Doduo,Uncommon,Mitsuhiro Arita,Unknown,85.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.43,1.25,1999
base2-35,Exeggutor,Pokémon,Stage 1,Stage 1,Grass,Grass,80.0,Exeggcute,Uncommon,Kagemaru Himeno,Unknown,103.0,3.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.12,0.93,1999
base2-36,Fearow,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Spearow,Uncommon,Mitsuhiro Arita,Unknown,22.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.34,0.94,1999
base2-37,Gloom,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Oddish,Uncommon,Keiji Kinebuchi,Unknown,44.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.2,0.49,1999
base2-38,Lickitung,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Uncommon,Mitsuhiro Arita,Unknown,108.0,3.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.35,1.05,1999
base2-39,Marowak,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Cubone,Uncommon,Mitsuhiro Arita,Unknown,105.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,3.24,0.02,1999
base2-40,Nidorina,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Nidoran ♀,Uncommon,Ken Sugimori,Unknown,30.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.05,1.62,1999
base2-41,Parasect,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Paras,Uncommon,Ken Sugimori,Unknown,47.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.3,1.2,1999
base2-42,Persian,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Meowth,Uncommon,Kagemaru Himeno,Unknown,53.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.38,1.86,1999
base2-43,Primeape,Pokémon,Stage 1,Stage 1,Fighting,Fighting,70.0,Mankey,Uncommon,Kagemaru Himeno,Unknown,57.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.1,0.37,1999
base2-44,Rapidash,Pokémon,Stage 1,Stage 1,Fire,Fire,70.0,Ponyta,Uncommon,Mitsuhiro Arita,Unknown,78.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.52,1.45,1999
base2-45,Rhydon,Pokémon,Stage 1,Stage 1,Fighting,Fighting,100.0,Rhyhorn,Uncommon,Kagemaru Himeno,Unknown,112.0,3.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.92,1.04,1999
base2-46,Seaking,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Goldeen,Uncommon,Kagemaru Himeno,Unknown,119.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.21,1.17,1999
base2-47,Tauros,Pokémon,Basic,Basic,Colorless,Colorless,60.0,,Uncommon,Kagemaru Himeno,Unknown,128.0,2.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.08,1.18,1999
base2-48,Weepinbell,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Bellsprout,Uncommon,Kagemaru Himeno,Unknown,70.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.83,0.62,1999
base2-49,Bellsprout,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Kagemaru Himeno,Unknown,69.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.62,0.27,1999
base2-50,Cubone,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Mitsuhiro Arita,Unknown,104.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.12,1.29,1999
base2-51,Eevee,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Common,Kagemaru Himeno,Unknown,133.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.85,0.81,1999
base2-52,Exeggcute,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Mitsuhiro Arita,Unknown,102.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.42,0.36,1999
base2-53,Goldeen,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Kagemaru Himeno,Unknown,118.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.14,0.04,1999
base2-54,Jigglypuff,Pokémon,Basic,Basic,Colorless,Colorless,60.0,,Common,Kagemaru Himeno,Unknown,39.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.69,1.18,1999
base2-55,Mankey,Pokémon,Basic,Basic,Fighting,Fighting,30.0,,Common,Kagemaru Himeno,Unknown,56.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.95,0.53,1999
base2-56,Meowth,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Common,Mitsuhiro Arita,Unknown,52.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,67.29,39.81,1999
base2-57,Nidoran ♀,Pokémon,Basic,Basic,Grass,Grass,60.0,,Common,Ken Sugimori,Unknown,29.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.36,0.31,1999
base2-58,Oddish,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Keiji Kinebuchi,Unknown,43.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.59,0.22,1999
base2-59,Paras,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Ken Sugimori,Unknown,46.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.52,0.53,1999
base2-60,Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,50.0,,Common,Ken Sugimori,Unknown,25.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,2.63,1.62,1999
base2-61,Rhyhorn,Pokémon,Basic,Basic,Fighting,Fighting,70.0,,Common,Mitsuhiro Arita,Unknown,111.0,3.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.63,0.7,1999
base2-62,Spearow,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Common,Mitsuhiro Arita,Unknown,21.0,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.45,0.38,1999
base2-63,Venonat,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Mitsuhiro Arita,Unknown,48.0,1.0,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,0.47,0.56,1999
base2-64,Poké Ball,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base2,Jungle,Base,1999-06-16,64,64,2026/03/26,,,1.21,0.83,1999
basep-1,Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,60.0,,Promo,Keiji Kinebuchi,Unknown,25.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2023/03/27,,,17.78,21.22,1999
basep-2,Electabuzz,Pokémon,Basic,Basic,Lightning,Lightning,60.0,,Promo,Ken Sugimori,Unknown,125.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,9.48,normal,4.05,2.14,1999
basep-3,Mewtwo,Pokémon,Basic,Basic,Psychic,Psychic,70.0,,Promo,Ken Sugimori,Unknown,150.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,33.66,normal,22.58,22.71,1999
basep-4,Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,50.0,,Promo,Ken Sugimori,Unknown,25.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,32.0,normal,16.14,19.39,1999
basep-5,Dragonite,Pokémon,Stage 2,Stage 2,Colorless,Colorless,90.0,Dragonair,Promo,Toshinao Aoki,Unknown,149.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,45.05,normal,23.5,28.13,1999
basep-6,Arcanine,Pokémon,Stage 1,Stage 1,Fire,Fire,70.0,Growlithe,Promo,Ken Sugimori,Unknown,59.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,26.61,normal,15.73,14.46,1999
basep-7,Jigglypuff,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Promo,Keiji Kinebuchi,Unknown,39.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,30.71,normal,8.2,6.83,1999
basep-8,Mew,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Promo,Ken Sugimori,Unknown,151.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,8.61,normal,5.68,6.72,1999
basep-9,Mew,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Promo,Ken Sugimori,Unknown,151.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,92.85,holofoil,81.26,80.57,1999
basep-10,Meowth,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Promo,Kagemaru Himeno,Unknown,52.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,51.74,holofoil,9.29,8.73,1999
basep-11,Eevee,Pokémon,Basic,Basic,Colorless,Colorless,30.0,,Promo,Kagemaru Himeno,Unknown,133.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,46.65,holofoil,117.5,79.2,1999
basep-12,Mewtwo,Pokémon,Basic,Basic,Psychic,Psychic,60.0,,Promo,Christopher Rush,Unknown,150.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,98.54,normal,191.43,191.52,1999
basep-13,Venusaur,Pokémon,Stage 2,Stage 2,Grass,Grass,100.0,Ivysaur,Promo,Ken Sugimori,Unknown,3.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,205.65,holofoil,117.82,120.03,1999
basep-14,Mewtwo,Pokémon,Basic,Basic,Psychic,Psychic,70.0,,Promo,Benimaru Itoh,Unknown,150.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,22.13,normal,5.61,5.04,1999
basep-15,Cool Porygon,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Promo,Hiromichi Sugiyama,Unknown,137.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,75.56,holofoil,56.68,60.78,1999
basep-16,Computer Error,Trainer,Rocket's Secret Machine,Rocket's Secret Machine,Unknown,,,,Promo,Sumiyoshi Kizuki,Unknown,,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,4.85,normal,3.7,4.14,1999
basep-17,Dark Persian,Pokémon,Stage 1,Stage 1,Colorless,Colorless,60.0,Meowth,Promo,Ken Sugimori,Unknown,53.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,78.3,holofoil,27.37,35.77,1999
basep-18,Team Rocket's Meowth,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Promo,Kunihiko Yuyama,Unknown,52.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,20.58,normal,24.21,24.34,1999
basep-19,Sabrina's Abra,Pokémon,Basic,Basic,Psychic,Psychic,40.0,,Promo,Atsuko Nishida,Unknown,63.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,49.99,normal,22.41,54.75,1999
basep-20,Psyduck,Pokémon,Basic,Basic,Water,Water,50.0,,Promo,Kagemaru Himeno,Unknown,54.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,58.86,normal,40.68,43.56,1999
basep-21,Moltres,Pokémon,Basic,Basic,Fire,Fire,70.0,,Promo,Toshinao Aoki,Unknown,146.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,14.56,normal,9.65,6.55,1999
basep-22,Articuno,Pokémon,Basic,Basic,Water,Water,70.0,,Promo,Toshinao Aoki,Unknown,144.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,14.13,normal,9.62,7.95,1999
basep-23,Zapdos,Pokémon,Basic,Basic,Lightning,Lightning,70.0,,Promo,Toshinao Aoki,Unknown,145.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,13.3,normal,11.28,13.23,1999
basep-24,_____'s Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,50.0,,Promo,Kagemaru Himeno,Unknown,25.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,230.24,holofoil,248.74,280.06,1999
basep-25,Flying Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Promo,Toshinao Aoki,Unknown,25.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,61.01,normal,56.81,62.6,1999
basep-26,Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Promo,Gakuji Nomoto,Unknown,25.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,63.08,normal,63.26,49.27,1999
basep-27,Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,30.0,,Promo,Atsuko Nishida,Unknown,25.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,17.41,normal,21.87,34.8,1999
basep-28,Surfing Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,50.0,,Promo,Toshinao Aoki,Unknown,25.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,36.35,normal,58.81,70.13,1999
basep-29,Marill,Pokémon,Basic,Basic,Water,Water,50.0,,Promo,Ken Sugimori,Unknown,183.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,5.31,normal,16.51,17.4,1999
basep-30,Togepi,Pokémon,Basic,Basic,Colorless,Colorless,30.0,,Promo,Ken Sugimori,Unknown,175.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,21.68,normal,11.02,13.46,1999
basep-31,Cleffa,Pokémon,Baby,Baby,Colorless,Colorless,30.0,,Promo,Ken Sugimori,Unknown,173.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,9.21,normal,11.85,10.22,1999
basep-32,Smeargle,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Promo,Tomokazu Komiya,Unknown,235.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2023/03/27,,,12.77,12.35,1999
basep-33,Scizor,Pokémon,Stage 1,Stage 1,Metal,Metal,70.0,Scyther,Promo,Hironobu Yoshida,Unknown,212.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,16.12,normal,11.29,10.53,1999
basep-34,Entei,Pokémon,Basic,Basic,Fire,Fire,80.0,,Promo,Ken Sugimori,Unknown,244.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,25.59,reverseHolofoil,28.86,16.7,1999
basep-35,Pichu,Pokémon,Baby,Baby,Lightning,Lightning,30.0,,Promo,Ken Sugimori,Unknown,172.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,43.67,reverseHolofoil,48.7,69.53,1999
basep-36,Igglybuff,Pokémon,Baby,Baby,Colorless,Colorless,30.0,,Promo,Kagemaru Himeno,Unknown,174.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,11.28,normal,11.04,17.3,1999
basep-37,Hitmontop,Pokémon,Basic,Basic,Fighting,Fighting,60.0,,Promo,Atsuko Nishida,Unknown,237.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,9.22,normal,8.08,6.69,1999
basep-38,Unown [J],Pokémon,Basic,Basic,Psychic,Psychic,40.0,,Promo,Hideki Kazama,Unknown,201.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,19.64,normal,5.23,4.47,1999
basep-39,Misdreavus,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Promo,Shin-ichi Yoshida,Unknown,200.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,9.36,normal,6.27,5.64,1999
basep-40,Pokémon Center,Trainer,Unknown,,Unknown,,,,Promo,"""Big Mama"" Tagawa",Unknown,,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,1062.5,normal,810.0,681.05,1999
basep-41,Lucky Stadium,Trainer,Stadium,Stadium,Unknown,,,,Promo,"""Big Mama"" Tagawa",Unknown,,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,1050.33,normal,1140.0,741.84,1999
basep-42,Pokémon Tower,Trainer,Stadium,Stadium,Unknown,,,,Promo,Keiji Kinebuchi,Unknown,,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,10.92,normal,9.8,10.24,1999
basep-43,Machamp,Pokémon,Stage 2,Stage 2,Fighting,Fighting,90.0,Machoke,Promo,Tomokazu Komiya,Unknown,68.0,3.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,39.49,normal,28.51,33.71,1999
basep-44,Magmar,Pokémon,Basic,Basic,Fire,Fire,60.0,,Promo,Atsuko Nishida,Unknown,126.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,21.04,normal,9.38,9.82,1999
basep-45,Scyther,Pokémon,Basic,Basic,Grass,Grass,60.0,,Promo,Hironobu Yoshida,Unknown,123.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,34.65,normal,36.49,37.38,1999
basep-46,Electabuzz,Pokémon,Basic,Basic,Lightning,Lightning,60.0,,Promo,Miki Tanaka,Unknown,125.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,27.96,normal,31.58,35.98,1999
basep-47,Mew,Pokémon,Basic,Basic,Psychic,Psychic,40.0,,Promo,Ken Sugimori,Unknown,151.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,122.58,normal,68.11,66.91,1999
basep-48,Articuno,Pokémon,Basic,Basic,Water,Water,80.0,,Promo,Atsuko Nishida,Unknown,144.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,67.6,normal,37.4,43.1,1999
basep-49,Snorlax,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Promo,Craig Turvey,Unknown,143.0,4.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,213.2,normal,162.76,159.38,1999
basep-50,Celebi,Pokémon,Basic,Basic,Grass,Grass,50.0,,Promo,Hajime Kusajima,Unknown,251.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,39.15,normal,85.27,82.41,1999
basep-51,Rapidash,Pokémon,Stage 1,Stage 1,Fire,Fire,60.0,Ponyta,Promo,Mitsuhiro Arita,Unknown,78.0,,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,29.09,normal,56.16,56.32,1999
basep-52,Ho-oh,Pokémon,Basic,Basic,Fire,Fire,80.0,,Promo,Mitsuhiro Arita,Unknown,250.0,2.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,35.82,normal,110.5,97.0,1999
basep-53,Suicune,Pokémon,Basic,Basic,Water,Water,70.0,,Promo,Atsuko Nishida,Unknown,245.0,1.0,basep,Wizards Black Star Promos,Base,1999-07-01,53,53,2026/03/26,42.06,normal,63.78,65.74,1999
base3-1,Aerodactyl,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Mysterious Fossil,Rare Holo,Kagemaru Himeno,Unknown,142.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,72.6,1stEditionHolofoil,44.81,178.52,1999
base3-2,Articuno,Pokémon,Basic,Basic,Water,Water,70.0,,Rare Holo,Mitsuhiro Arita,Unknown,144.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,187.73,1stEditionHolofoil,54.67,70.21,1999
base3-3,Ditto,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Rare Holo,Keiji Kinebuchi,Unknown,132.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,107.49,1stEditionHolofoil,38.85,38.91,1999
base3-4,Dragonite,Pokémon,Stage 2,Stage 2,Colorless,Colorless,100.0,Dragonair,Rare Holo,Kagemaru Himeno,Unknown,149.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,354.99,1stEditionHolofoil,100.26,83.21,1999
base3-5,Gengar,Pokémon,Stage 2,Stage 2,Psychic,Psychic,80.0,Haunter,Rare Holo,Keiji Kinebuchi,Unknown,94.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,355.09,1stEditionHolofoil,126.65,76.34,1999
base3-6,Haunter,Pokémon,Stage 1,Stage 1,Psychic,Psychic,50.0,Gastly,Rare Holo,Ken Sugimori,Unknown,93.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,97.63,1stEditionHolofoil,31.41,39.77,1999
base3-7,Hitmonlee,Pokémon,Basic,Basic,Fighting,Fighting,60.0,,Rare Holo,Ken Sugimori,Unknown,106.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,72.14,1stEditionHolofoil,41.79,29.61,1999
base3-8,Hypno,Pokémon,Stage 1,Stage 1,Psychic,Psychic,90.0,Drowzee,Rare Holo,Ken Sugimori,Unknown,97.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,58.91,1stEditionHolofoil,32.55,26.63,1999
base3-9,Kabutops,Pokémon,Stage 2,Stage 2,Fighting,Fighting,60.0,Kabuto,Rare Holo,Ken Sugimori,Unknown,141.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,81.21,1stEditionHolofoil,38.37,31.73,1999
base3-10,Lapras,Pokémon,Basic,Basic,Water,Water,80.0,,Rare Holo,Ken Sugimori,Unknown,131.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,106.73,1stEditionHolofoil,17.16,12.93,1999
base3-11,Magneton,Pokémon,Stage 1,Stage 1,Lightning,Lightning,80.0,Magnemite,Rare Holo,Ken Sugimori,Unknown,82.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,42.33,1stEditionHolofoil,16.76,26.75,1999
base3-12,Moltres,Pokémon,Basic,Basic,Fire,Fire,70.0,,Rare Holo,Mitsuhiro Arita,Unknown,146.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,158.03,1stEditionHolofoil,54.84,70.05,1999
base3-13,Muk,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Grimer,Rare Holo,Mitsuhiro Arita,Unknown,89.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,40.39,1stEditionHolofoil,9.58,8.74,1999
base3-14,Raichu,Pokémon,Stage 1,Stage 1,Lightning,Lightning,90.0,Pikachu,Rare Holo,Mitsuhiro Arita,Unknown,26.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,110.73,1stEditionHolofoil,36.57,29.67,1999
base3-15,Zapdos,Pokémon,Basic,Basic,Lightning,Lightning,80.0,,Rare Holo,Mitsuhiro Arita,Unknown,145.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,121.74,1stEditionHolofoil,32.54,36.15,1999
base3-16,Aerodactyl,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Mysterious Fossil,Rare,Kagemaru Himeno,Unknown,142.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,7.99,8.18,1999
base3-17,Articuno,Pokémon,Basic,Basic,Water,Water,70.0,,Rare,Mitsuhiro Arita,Unknown,144.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,12.18,12.89,1999
